Title,Description,URL
Circulation Zero,"The beauty of digitization really sinks in at 30,000 feet. In-flight woes — that seat leaned to within an inch of your face, the unshowered over-sharer, the wailing toddler — all fade with Claude Bessy rants and Melanie Nissen pics in view. Several years ago, a collector comrade assembled a complete run of Slash magazine (with a little help from me) and had scanned every last newsprint page and had sent 'em my way (thanks, Jeff). That small kindness of sharing such a sizable effort would prove to be a turning point. While complete runs of fanzines like Touch & Go and We Got Power have been collected into awesome anthologies, many pioneering punk rags — the large format, newsprint ones in particular — are available only to dedicated collectors or packrats who've kept 'em since way back when. Not infrequently I've talked to fanzine creators and contributors who didn't even hang onto copies of their own publications. While assembling some sets is doable with some moxie and spending cash, several runs border on the impossible even if you've got the drive and dough to acquire 'em. Digital editions are the only way most people will encounter these punk rags of yesteryear. Circulation Zero is an experiment, my attempt to ""give back"" by parlaying the preservation of some beloved punk publications into a greater good. My hope is that the original creators will not only enjoy seeing their work resuscitated but will also appreciate the fact that their work is helping generate donations to worthy causes. The site is also an attempt to answer some questions that bounce around in my head. Are collections better off inside institutional libraries or in the hands of collectors? Should ancient in-fighting prevent bringing the punk print hey-day to a new generation? Should eggshell walking over copyright issues cock-block oldsters from taking a whirl on the wayback machine? Can a world chock full of entitled interweb denizens be trusted to donate even a pittance in exchange for a treasure trove of never-before-digitized fanzines? I don't know the answers but hopefully Circulation Zero will prove my hunches correct. Dig in!",https://www.circulationzero.com/
The Luke Rowell Digital Music Collection,"The Luke Rowell Digital Music Collection (ATL-Group-00554) is the product of over a year’s work. At this stage, it comprises a comprehensive array of digital production and master files relating to his acclaimed vaporwave album Buy Now (2015). And, by year’s end, another album’s worth of digital material will be added. Our excitement is based partly on the amazing material to be found in Luke’s collection, also on the fact this collection can be accessed online by anyone... anywhere... anytime. And what’s more, Luke has generously granted a Creative Commons BY-NC-SA licence, so you can download the music for remixing and other creative reuse.",https://natlib.govt.nz/blog/posts/download-now-free
The Beta Lounge Archive,The Beta Lounge is an experimental online music showcase. The archive of music found within is provided for your personal listening pleasure. No copies may be made and no other use is permitted without expressed written permission. All rights are retained by the copyright holder.,https://betalounge.com/archive/
Klaus Wachsmann Uganda Collection,"The ""foremost pioneering scholar in African music"", Wachsmann made roughly 1,500 unique recordings of indigenous music in Uganda, most of which have never been published before. This collection dates from the late 1940s, when Wachsmann was curator of the Uganda Museum in Kampala, and includes field recordings and performances at the Museum.",https://sounds.bl.uk/World-and-traditional-music/Wachsmann
The Audio Foundation,"The Audio Foundation was founded in 2004 by Zoe Drayton to support, promote and preserve “Sound Art” /“Experimental Music” / “Noise” /“Drone Music” etc in NZ. Initially a virtual infrastructure, the Audio Foundation quickly became a Charitable Trust and began presenting programs such as Altmusic, publishing the Dirt Beneath the Daydream CD that went out to 9000 subscribers in the Wire magazine, the Erewhon Calling publication, and other initiatives such as the A/V Library. In 2011, we were lucky enough to find the space we are in now and began a whole new life as a physical entity. In 2014, Zoe Drayton handed the reins over to the new Director Jeff Henderson after a fantastic 10 year stint building Audio Foundation into the thriving community hub it continues to be. Audio Foundation is situated in the sub-basement of the Parisian Tie Factory in Poynton Terrace. We have a performance space, an online Radio Station, an A/V Library showcasing NZ “avant garde” music and video, Gallery space, Musical Electronics Library, Screening Room, research libraries and more. Since opening as a hub we have regularly presented events including performances by local and international artists, regular exhibitions of art work relating to sound, panel discussions, workshops and film screenings.",http://www.audiofoundation.org.nz/
Centro Library and Archives Digital Collections,"The Centro Library and Archives is a treasured place where researchers, academics, teachers, students, genealogists, filmmakers, and the community at large find primary (historical documents) and secondary sources about the history and culture of the Puerto Rican diaspora. The Digital Collections provide access to photographs, documents, artifacts, art, maps, oral histories, moving image and audio clips, and other digitized or born digital material pertaining to stateside Puerto Ricans. The Library and Archives reading room has also evolved into an art space where established, as well emerging artists, exhibit their most recent artworks and showcase selected documents for the enjoyment of our patrons and dissemination of our unique resources.",https://centropr.hunter.cuny.edu/collections
Alabama Folklife Collection,"The Alabama Folklife Collection features a selection of images and audio recordings from the Archive of Alabama Folk Culture (AAFC), as well as issues of Tributaries, the journal of the Alabama Folklife Association (AFA). The AAFC was established in 2007 in order to house and make available the body of fieldwork gathered by the AFA and the Alabama Center for Traditional Culture. The AAFC continues to receive and process donations and collections from these agencies and from private citizens throughout Alabama.",https://digital.archives.alabama.gov/digital/collection/folk
The Arhoolie Foundation,"The Arhoolie Foundation is a 501c3 non profit organization dedicated to the documentation, preservation, and celebration of regional roots music and its makers. By our activities, we seek to broaden public awareness of our diverse music history, support the vitality of living traditions, and reinforce the value and sustainability of community-based cultures. The Arhoolie Foundation stems from the work of founder Chris Strachwitz and his seminal independent record label Arhoolie Records. In 1960, Strachwitz recorded Texas songster Mance Lipscomb for what was to become Arhoolie Records’ first album. Since then, he has devoted his life to recording and sharing regional music with a special emphasis on the genres of Blues, Cajun/Zydeco, and Tejano/Norteño. In 2016, Smithsonian Folkways acquired Arhoolie Records and continues to distribute the Arhoolie catalog worldwide.",https://arhoolie.org/
The Berkeley Folk Music Festival & the Folk Revival on the US West Coast—An Introduction,"Welcome to The Berkeley Folk Music Festival & the Folk Revival on the US West Coast—An Introduction, a digital exhibit that presents the story of the Berkeley Folk Music Festival, which took place on the campus of the University of California between 1958 and 1970. The Exhibit was curated from the Berkeley Folk Music Festival Archive, a repository of roughly 33,500 artifacts housed at Northwestern University Libraries and now fully digitized through a National Endowment for the Humanities Preservation and Access Grant. Much of the Berkeley Archive has never been seen or heard before publicly. Within the Exhibit, a narrative history points to the understudied significance of California and the West Coast in the larger story of the American folk music revival. It also shows how materials in the Berkeley Folk Music Festival Archive raise important questions about race, class, gender, region, higher education, public space, cultural heritage, and the practice of American democracy during the decades after World War II. The exhibit’s sections are navigable both through the “Exhibit” link located at the top menu and through buttons placed at the bottom of each page. Additionally, Scott Krafft, Curator of the Charles Deering McCormick Library of Special Collections at Northwestern University Libraries, provides a Foreword that explains how the Berkeley Archive made its way from California to Evanston, Illinois. Whether you are curious to look at the many never-before-seen photographs of famous folk legends or you wish to investigate the themes and issues of the Berkeley Folk Music Festival more deeply, we hope you enjoy learning about the history of this remarkable event and the archival treasure that is the Berkeley Folk Music Festival Archive.",https://sites.northwestern.edu/bfmf/
Alton Abraham Collection of Sun Ra 1822-2008,"Alton Abraham (1927-1999), entrepreneur and hospital technician, was a longtime friend and business associate of Sun Ra (1914-1993), the influential jazz composer and musician. Alton Abraham collected manuscripts, business records, printed ephemera, artifacts, photographs, audio and video recordings, and other documents of his work with Sun Ra. The collection contains textual, graphic, and audio-visual records of the work of Sun Ra and his collaborators, as well as professional and personal papers of Alton Abraham. The collection spans 1822-2008, with material concentrated in the late 1950s-1980s.",https://www.lib.uchicago.edu/e/scrc/findingaids/view.php?eadid=ICU.SPCL.ABRAHAMA#idp140572968
Scottish Jazz Archive,"Scottish Jazz Archive (SJA) is a Scottish Charitable Incorporated Association (SCIO), SC049270, regulated by the Scottish Charity Regulator (OSRC) for the purposes of: Advancing heritage by identifying, collecting, cataloguing and digitising materials, and the production of filmed oral histories relating to the history of jazz in Scotland through the preservation and curation of tangible cultural artefacts foundational to current practices in the field. Advancing education by raising awareness and providing access to the history of jazz in Scotland through a permanent and publicly accessible online educational resource and through public events including talks and exhibitions.",http://scottishjazzarchive.org/
It's Only Rock 'N' Roll Digital Collection,"It’s Only Rock ’N’ Roll was an indie music newspaper published in San Antonio from May 1978 to April 1982. The publication chronicled the rise of punk and New Wave music in San Antonio and Austin, reporting on national touring acts like Blondie, Elvis Costello, Patti Smith, the Ramones, the Clash and the Sex Pistols, as well as local and regional rock ’n’ roll, blues and heavy metal acts. Issues included record reviews, guest columns, nightclub listings and numerous photographs. Included here are 44 issues, from March 18, 1978 through April 1982.",https://digital.library.txstate.edu/handle/10877/7588
Roctober Archive,"Roctober celebrates the most dynamic, bizarre, and amazing unjustly obscure musical heroes of rock, pop, r&b, rockabilly, punk, gay disco, hip hop, Armenian novelty songs and all points in between.",https://archive.org/details/roctobermagazine?tab=collection
MetOpera Database,"The MetOpera Database is updated five days a week during the opera season.  Casts of the previous evening’s performance, or the previous weekend’s, should be current by 11:00 am Eastern Time the next day.",http://archives.metoperafamily.org/archives/frame.htm
The New York Philharmonic Leon Levy Digital Archives,"The New York Philharmonic Leon Levy Digital Archives was launched in February 2011, and currently comprises more than four million pages, including printed programs, marked conducting scores, business documents, and photographs. Growing continually, the scope of the online collection is every document in the New York Philharmonic Archives from 1842 through 1970. This includes correspondence, marked scores and parts, contracts, and minutes from meetings of the Board of Directors — as well as all public documents from 1970 through today (e.g., marketing materials, press releases, and annual reports).",https://archives.nyphil.org/
The Boston Symphony Orchestra Archives,"The Boston Symphony Orchestra Archives aims to be a resource to the orchestra and our community. The Archives Reading Room has two tables and a desk, with books lining the walls We actively collect, preserve, and provide access to thousands of concert programs, concert reviews, posters, photographs, manuscript collections, artwork, administrative files, and architectural plans that document the 140-year history and activities of the BSO and its many facets (BSO, Boston Pops, Boston Symphony Chamber Players, the Tanglewood Festival, and the Tanglewood Music Center), as well as Boston cultural and civic activities that occurred in Symphony Hall. The Archives’ extensive audio/visual holdings date back to 1906 and include commercially released recordings and thousands of radio broadcast and live concert recordings, in a variety of formats, documenting performances of the BSO, Pops, and Boston Symphony Chamber Players. Also included are recordings of Tanglewood Music Center student concerts dating back to the mid-1970s and a collection of nearly 100 oral history interviews with retired orchestra members or their surviving family members. The Archives also houses a collection of films and broadcast-quality videotapes dating back to the 1940s. In all, the Archives' audio/visual holdings comprise one-third of the Archives’ total holdings.",http://collections.bso.org/
The Dancehall Archive & Research Initiative,"With its seeds rooted in the early toast and talk over style credited to the first wave of Jamaican deejays of the 1950s, Jamaica’s dancehall has exploded outwards from its confined beginnings inside of Kingston’s inner-cities to become a global art form and a space of artistic and creative expression for more than three generations of youths from multiple backgrounds and cultures.  Spanning more than five decades and covering several generations from its early forms to the present, dancehall is the clear antecedent to music and cultural forms such as Rap music (Hip Hop) in the USA, Reggaeton (more appropriately Dancehallton) in Latin/South America, and seeded others like Afrobeat on the African continent and Tropical House in the Americas.  As the decades advance, the need to appropriately position dancehall in the global and international musical and cultural debates becomes more pressing. The Dancehall Archive and Research Initiative (“DHA”) is the brainchild of Professor Donna P. Hope and was conceptualised during her more than three and a half decades of participation in, and research and scholarship about, dancehall.  Its mission is to preserve and disseminate the knowledge and culture of dancehall for current and future generations across the world by facilitating and encouraging the pursuit of research and scholarship, art, culture around dancehall culture. The DHA is committed to unearthing and documenting all forms of  scholarship on dancehall and developing, maintaining and supporting intellectually challenging, creative and  innovative research and scholarship from all fields that simultaneously highlight and preserve the stellar achievements of dancehall as a global art form that resonates with individuals from multiple cultures, races and socioeconomic backgrounds. The DHA’s website – dancehallarchive.org – and its interconnected social media platforms, will provide information about seminal and ongoing dancehall works, as well as about our activities and projects, while acting as a resource for all who seek to know about, develop, build, preserve, and represent for dancehall culture globally.",http://www.dancehallarchive.org/
